,is_attack,P101,P203,P205,P301,P401,P601,MV301,MV302,MV304,UV401,MV101,MV201,MV303,AIT503,FIT101,LIT101,AIT202,AIT203,FIT201,DPIT301,FIT301,LIT301,AIT402,FIT401,LIT401,AIT501,AIT502,AIT504,FIT501,FIT502,FIT503,FIT504,PIT501,PIT502,PIT503,FIT601,AIT201,classification
3759,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.814453,9.225391,244.014359,0.000384455,1.19405854,0.000512443,1007.87463,15.790823,0.7971061,844.6296,7.755896,69.90515,24.6090736,0.799282253,0.321506351,0.6103127,0.212087229,160.728012,2.867395,114.890411,0.000256303,144.418091,0.0
3760,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.696655,9.225391,244.014359,0.000384455,1.19405854,0.000512443,1007.87463,15.790823,0.7980024,844.32196,7.69918,69.90515,24.6090736,0.799282253,0.326501876,0.6103127,0.212087229,160.728012,0.0296350884,114.890411,0.000256303,144.418091,0.0
3761,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.696655,9.225391,244.014359,0.000384455,1.19405854,0.000512443,1007.87463,15.790823,0.7980024,843.7452,7.69918,0.6990515,24.6090736,0.799282253,0.336108625,0.6103127,0.212087229,160.728012,2.96350884,114.890411,0.000256303,144.418091,0.0
3762,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.3826,9.225391,244.014359,0.000384455,0.0119405854,0.000512443,1007.87463,15.790823,0.79774636,843.360657,7.69918,69.90515,24.6090736,0.799282253,0.336236715,0.610440731,0.210870177,160.631882,2.96350884,114.890411,0.000256303,144.418091,0.0
3763,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3764,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3765,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3766,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.1677,9.225391,244.014359,0.000384455,1.19405854,0.000512443,1007.87463,15.790823,0.7997951,841.97644,7.697578,69.90515,24.6090736,0.7995386,0.325733334,0.611593,0.209781244,160.551788,2.96350884,114.890411,0.000256303,144.418091,0.0
3767,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.363953,9.393618,244.014359,0.000384455,1.19405854,0.000512443,1007.87463,15.790823,0.7997951,841.6304,7.69437361,69.90515,0.246090736,0.7995386,0.325733334,0.611593,0.211895064,160.551788,2.96350884,114.890411,0.000256303,144.418091,0.0
3768,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3769,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.285461,9.233082,244.014359,0.000384455,1.13323522,0.0512443,1007.87463,15.790823,0.7972341,840.669067,7.69437361,69.90515,24.6090736,0.7995386,0.326629966,0.610952854,0.209781244,160.679947,2.96350884,114.890411,0.000256303,144.418091,0.0
3770,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3771,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3772,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3773,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3774,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.0892,9.228275,244.014359,0.000384455,1.200461,0.000512443,1007.87463,3.92207122,0.795441449,840.284546,0.07697578,69.90515,24.6090736,0.7995386,0.333034456,0.610184669,0.20990935,160.679947,2.96350884,114.890411,0.000256303,144.418091,0.0
3775,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.6574,9.228275,244.014359,3.84455e-06,1.21006465,0.000512443,1007.87463,15.790823,0.795441449,840.323,7.697578,69.90515,24.6090736,0.7995386,0.329191744,0.610184669,0.2115748,160.551788,2.96350884,114.890411,2.56303e-06,144.418091,0.0
3776,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3777,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3778,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3779,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.0499,9.222828,243.86055,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.795441449,840.053833,7.697578,69.90515,24.6090736,0.7995386,0.3364929,0.611721039,0.212407514,160.695969,0.0296350884,114.890411,0.000256303,144.418091,0.0
3780,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.8537,9.220905,243.86055,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.795441449,840.130737,7.755896,69.90515,24.6090736,0.7995386,0.346099675,0.611721039,0.210870177,160.615875,2.96350884,114.890411,0.000256303,144.418091,0.0
3781,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.696655,9.220905,243.86055,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.795441449,839.8616,7.697578,69.62318,24.6090736,0.7995386,0.3403356,0.611721039,0.20990935,160.56781,2.96350884,114.890411,0.000256303,144.418091,0.0
3782,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3783,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3784,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3785,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.814453,9.215458,243.578568,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.795441449,840.0923,7.697578,69.62318,24.6090736,0.7995386,0.3431536,0.609800637,0.211446673,160.535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3786,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.971436,9.215458,243.578568,0.000384455,1.21006465,0.000512443,1007.35388,15.6370163,0.795441449,839.6693,7.695976,69.62318,24.6090736,0.7995386,0.3391828,0.609800637,0.211446673,160.535767,2.96350884,114.890411,0.000320379,144.418091,0.0
3787,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,10.1627789,,,,,,,,,,,,,,,,,,,,,,,,
3788,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.618164,9.215458,243.578568,0.000384455,0.0121006465,0.000512443,1007.35388,3.92207122,0.795441449,839.2079,7.69437361,69.64881,24.6090736,0.7995386,0.336236715,0.610440731,0.211446673,1.60535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3789,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.6574,9.213215,243.4504,0.000384455,1.21006465,0.000512443,1007.35388,15.6370163,0.795441449,839.2848,7.69437361,69.62318,24.6090736,0.7995386,0.326886147,0.610440731,0.2117029,160.535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3790,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.618164,9.213215,243.373489,0.000384455,1.21006465,0.000512443,1007.35388,15.6370163,0.795441449,839.0925,7.69437361,69.62318,24.6090736,0.7995386,0.3263738,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3791,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.0107,9.213215,243.373489,0.000384455,0.0121006465,0.000512443,1007.35388,15.6370163,0.7973622,839.0156,7.755896,69.62318,24.6090736,0.7995386,0.3263738,0.610440731,0.211895064,160.695969,2.96350884,114.890411,0.000256303,144.418091,0.0
3792,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.618164,9.213215,243.373489,0.000384455,1.21006465,0.000512443,1007.35388,15.6370163,0.797490239,838.8618,7.69437361,69.62318,24.6090736,0.797744155,0.3263738,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3793,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.5004,9.213215,243.373489,0.000384455,1.21006465,0.000512443,1007.35388,15.6370163,0.797490239,838.708,7.69661665,69.62318,24.6090736,0.797744155,0.3263738,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000320379,144.418091,0.0
3794,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3795,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.0107,9.213215,243.373489,0.000384455,1.21006465,0.000512443,1007.35388,15.6370163,0.799411,838.5542,7.69918,69.72571,24.9166889,0.7991541,0.329191744,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3796,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,101627.789,0.0,820.8537,9.213215,243.373489,0.000384455,1.21006465,0.000512443,1007.5542,15.6370163,0.799411,838.1697,7.69918,69.77698,24.9166889,0.7991541,0.3263738,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000256303,144.033585,0.0
3797,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3798,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.6574,9.213215,243.373489,0.000384455,1.21006465,0.000512443,1007.5542,15.6370163,0.00799411,837.516,7.69918,69.77698,24.6475258,0.8004358,0.316638917,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000256303,144.418091,0.0
3799,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,8.21363953,9.393618,243.373489,0.000384455,0.0121006465,0.000512443,1007.5542,15.6370163,0.799411,836.9008,7.69918,69.77698,24.6475258,0.8004358,0.322787255,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000256303,144.418091,2.0
3800,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.5995,9.211613,243.373489,0.000384455,1.21006465,0.000512443,1007.5542,15.6370163,0.79774636,837.208435,7.69918,69.77698,0.246475258,0.797744155,0.003262457,0.610440731,0.211895064,160.535767,2.96350884,114.890411,2.56303e-06,144.418091,0.0
3801,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3802,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.285461,9.209049,243.373489,0.000384455,1.21006465,0.000512443,1007.5542,15.6370163,0.79774636,836.8239,7.69918,69.77698,0.246475258,0.7972315,0.336877167,0.610440731,0.211895064,160.535767,2.96350884,114.890411,0.000320379,144.418091,0.0
3803,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.5995,9.209049,243.373489,0.000384455,1.21006465,0.000512443,1007.5542,15.6370163,0.7971061,836.631653,7.69918,69.77698,24.6090736,0.7972315,0.336877167,0.610440731,0.211895064,160.535767,2.96350884,114.8103,0.000256303,144.418091,0.0
3804,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.4817,9.209049,243.373489,0.000384455,1.21006465,5.12443e-06,1007.87463,15.6370163,0.7971061,836.40094,7.69918,69.77698,24.6475258,0.7972315,0.3458435,0.610440731,0.211895064,160.535767,0.0296350884,114.8103,0.000256303,144.418091,0.0
3805,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.4032,9.209049,240.194824,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7972341,836.1318,7.69918,69.77698,24.6475258,0.7991541,0.3458435,0.610440731,0.211895064,160.535767,2.96350884,114.8103,0.000256303,144.418091,0.0
3806,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.285461,9.209049,243.373489,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.798130453,835.747253,7.69853926,69.77698,24.6475258,0.799282253,0.338158071,0.610440731,0.211895064,160.535767,2.96350884,114.8103,0.000320379,144.418091,0.0
3807,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.442444,9.209049,243.373489,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.798130453,835.824158,7.696937,69.77698,24.6475258,0.799282253,0.356603056,0.610440731,0.211895064,160.535767,2.96350884,114.8103,0.000256303,144.418091,0.0
3808,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3809,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.638733,9.209049,243.373489,0.000384455,1.21006465,0.000512443,1007.87463,3.92207122,0.798130453,8.356319,7.69437361,69.77698,24.6090736,0.799282253,0.3339311,0.611465,0.211895064,160.535767,2.96350884,114.730194,0.000256303,144.418091,3.0
3810,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.678,9.209049,243.373489,0.000384455,1.13323522,0.000512443,1007.87463,0.156370163,0.798130453,835.2858,7.69437361,69.77698,24.5706234,0.799282253,0.336749077,0.611465,0.211895064,160.535767,2.96350884,1.14730194,0.000256303,1.44418091,0.0
3811,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.835,9.214817,243.373489,0.000384455,0.0121006465,0.000512443,1007.87463,15.6370163,0.798130453,835.2474,7.69437361,69.77698,24.5706234,0.799282253,0.336749077,0.611465,0.211895064,160.535767,296.350884,114.730194,2.56303e-06,144.418091,0.0
3812,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.7957,9.215778,243.373489,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.798130453,834.9013,7.69437361,69.77698,24.5706234,0.799282253,0.336749077,0.611465,0.211895064,160.535767,2.96350884,114.730194,0.000256303,144.418091,0.0
3813,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.952759,9.215778,243.373489,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.798130453,834.6706,7.69437361,69.77698,24.5706234,0.799282253,0.336749077,0.611465,0.211895064,160.535767,2.96350884,114.730194,0.000320379,144.418091,0.0
3814,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3815,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.874268,9.215778,243.245316,0.000384455,1.21006465,0.0512443,1007.87463,15.6370163,0.798130453,834.6706,7.69661665,69.77698,24.5706234,0.799282253,0.336749077,0.611465,0.211895064,160.695969,2.867395,114.8103,0.000256303,144.418091,0.0
3816,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3817,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.6574,9.217701,243.245316,3.84455e-06,1.21006465,0.000512443,1007.87463,3.92207122,0.798130453,8.34478333,7.698219,69.77698,24.6090736,0.799282253,0.3403356,0.611465,0.00211895064,160.631882,2.96350884,114.8103,0.000256303,144.578308,3.0
3818,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.7957,9.217701,243.245316,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7971061,834.4014,7.698219,69.77698,24.5706234,0.799282253,0.3444345,0.611465,0.211895064,160.631882,2.96350884,114.8103,0.000256303,144.578308,0.0
3819,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.560242,9.217701,243.245316,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7965939,834.632141,7.698219,69.77698,24.5706234,0.799282253,0.3377738,0.611465,0.211895064,160.631882,2.96350884,114.8103,0.000256303,144.578308,0.0
3820,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.7565,9.217701,243.245316,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7965939,834.132263,7.698219,69.72571,24.5706234,0.799282253,0.335596263,0.610952854,0.211895064,160.631882,2.96350884,114.8103,0.000256303,144.578308,0.0
3821,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3822,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.952759,9.213856,243.245316,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.797490239,833.324768,7.698219,69.6744461,24.5706234,0.799282253,0.326501876,0.6108248,0.211895064,160.631882,2.96350884,114.8103,0.000256303,144.418091,0.0
3823,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,822.149,9.213215,242.988983,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.797490239,833.324768,7.698219,69.6744461,24.5706234,0.799282253,0.326501876,0.6108248,0.211895064,160.631882,2.96350884,114.922455,0.000256303,144.033585,0.0
3824,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3825,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3826,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,10.1627789,,,,,,,,,,,,,,,,,,,,,,,,
3827,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,822.0705,9.208408,243.194046,0.000384455,1.21006465,0.000512443,1007.87463,3.92207122,0.7978744,833.3632,7.70014143,69.59754,24.5706234,0.799282253,0.336236715,0.6108248,0.211895064,160.631882,2.96350884,114.922455,0.000320379,144.418091,0.0
3828,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3829,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.952759,0.09208408,243.194046,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.79774636,832.9018,7.696296,69.59754,24.5706234,0.799282253,0.336236715,0.6108248,0.210101515,160.631882,2.96350884,114.922455,0.000256303,144.418091,0.0
3830,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.952759,9.208408,243.194046,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.79774636,832.748,7.696296,69.59754,24.8013325,0.00799282253,0.327270418,0.6108248,0.210101515,160.631882,2.96350884,114.922455,0.000320379,144.418091,0.0
3831,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3832,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.5995,9.212574,243.194046,0.000384455,0.0121006465,0.000512443,1007.87463,15.6370163,0.8015878,832.940247,7.696296,69.59754,24.8397846,0.799282253,0.3364929,0.6108248,0.211062342,160.631882,2.96350884,114.922455,0.000320379,144.418091,0.0
3833,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.952759,9.212574,243.194046,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.8015878,833.1325,7.696296,69.59754,24.6090736,0.799282253,0.3364929,0.610440731,0.20997341,160.679947,2.96350884,114.922455,0.000256303,144.418091,0.0
3834,0,1,1,1,1,2,1,CLOSED,OPEN,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3835,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.7565,9.212574,243.117157,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.8028683,832.748,7.69950056,69.59754,24.6090736,0.799282253,0.3364929,0.6108248,0.209781244,160.679947,2.867395,1.14922455,0.000256303,144.418091,0.0
3836,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.560242,9.212574,2.43117157,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.8028683,833.094055,7.69950056,69.59754,24.6090736,0.7972315,0.327014238,0.6108248,0.209781244,160.679947,2.867395,114.922455,0.000320379,144.418091,0.0
3837,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.638733,9.214176,243.117157,3.84455e-06,1.21006465,0.000512443,1007.87463,15.6370163,0.8028683,832.6711,7.69950056,69.59754,24.6090736,0.7972315,0.326501876,0.6108248,0.209781244,160.695969,2.867395,114.922455,0.000256303,144.418091,0.0
3838,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.835,9.216099,243.117157,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.800947547,832.786438,7.700782,69.59754,24.6090736,0.8001795,0.3207378,0.6108248,0.211895064,160.776077,2.867395,114.922455,0.000256303,144.418091,0.0
3839,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3840,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3841,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.1677,9.216099,243.117157,0.0384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7980024,831.979,7.70110226,69.77698,24.6090736,0.802102,0.296272576,0.6108248,0.00209781244,160.808121,3.04360366,115.146759,0.000256303,144.418091,0.0
3842,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.442444,9.393618,242.860809,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7980024,832.171265,7.70110226,69.77698,24.6090736,0.802102,0.296272576,0.6108248,0.209781244,160.920273,297.952771,115.146759,0.000320379,144.418091,0.0
3843,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,,,,,,,,,,,,,,,,,,,,,,,,
3844,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.207,9.210972,242.860809,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.7991549,832.171265,7.70110226,69.77698,24.6090736,0.802102,0.316638917,0.6108248,0.20990935,160.920273,2.96350884,115.146759,0.000256303,144.418091,0.0
3845,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,820.971436,9.20969,242.860809,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.8000512,831.9021,7.70110226,69.77698,24.6090736,0.802102,0.00306776,0.6112089,0.20990935,160.920273,2.96350884,115.146759,0.000256303,144.418091,0.0
3846,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.0892,9.209049,242.860809,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.8000512,832.09436,7.70110226,69.77698,24.6090736,0.802102,0.301908553,0.61184907,0.20990935,160.695969,2.96350884,115.146759,0.000256303,144.418091,0.0
3847,0,1,1,1,1,2,1,CLOSED,CLOSED,CLOSED,2,CLOSED,CLOSED,CLOSED,1016.27789,0.0,821.0892,0.09204884,242.860809,0.000384455,1.21006465,0.000512443,1007.87463,15.6370163,0.8000512,831.786743,7.70110226,69.77698,24.6090736,0.8012048,0.296656847,0.61184907,0.20990935,160.920273,2.96350884,115.082672,0.000256303,144.418091,0.0
